0	0	0.816195
0	1	0.023429
0	2	0.751253
0	3	0.820822
0	4	0.798161
0	5	0.763444
0	6	0.900033
0	7	0.925875
0	8	0.981283
0	9	0.077493
0	10	0.950716
0	11	0.946827
0	12	0.819966
0	13	0.898415
0	14	0.861392
0	15	0.931545
0	16	0.476701
0	17	0.951687
0	18	0.856591
0	19	0.887850
0	20	0.866180
0	21	0.633088
0	22	0.967210
0	23	0.114453
0	24	0.833133
0	25	0.883177
0	26	0.869485
0	27	0.951851
0	28	0.870678
0	29	0.076512
0	30	0.960230
0	31	0.879600
0	32	0.982132
0	33	0.941315
0	34	0.743463
0	35	0.975027
0	36	0.585247
0	37	0.279934
0	38	0.878386
0	39	0.868813
0	40	0.182650
0	41	0.910623
0	42	0.931298
0	43	0.944878
0	44	0.149070
0	45	1.000000
0	46	0.936881
0	47	0.129150
0	48	0.792905
0	49	0.503755
0	50	0.862318
0	51	0.840927
0	52	0.965826
0	53	0.748238
0	54	0.964136
0	55	0.913493
0	56	0.792328
0	57	0.996443
0	58	0.576683
0	59	0.593017
0	60	0.901622
0	61	0.952467
0	62	0.162182
0	63	0.944444
0	64	0.794152
0	65	0.902138
0	66	0.993974
0	67	0.187485
0	68	1.000000
0	69	0.962093
0	70	0.875200
0	71	0.797980
0	72	0.381196
0	73	0.891490
0	74	0.810651
0	75	0.923077
0	76	0.835896
0	77	0.945107
0	78	0.833207
0	79	0.495252
0	80	0.553075
0	81	0.191574
0	82	0.993743
0	83	0.992986
0	84	0.993258
0	85	0.988478
0	86	0.967515
0	87	0.986938
0	88	0.987163
0	89	0.277179
0	90	0.919270
0	91	0.902340
0	92	0.904548
0	93	0.925258
0	94	0.295116
0	95	0.908391
0	96	0.967089
0	97	0.995163
0	98	0.968540
0	99	0.225716
0	100	0.991031
0	101	0.818557
0	102	0.995478
0	103	0.994162
0	104	0.811552
0	105	0.885774
0	106	0.876800
0	107	0.986141
0	108	0.864005
0	109	0.859349
0	110	0.976493
0	111	0.936181
0	112	0.872416
0	113	0.884376
0	114	0.971611
0	115	0.937794
0	116	0.965057
0	117	0.913193
0	118	0.507314
0	119	0.967997
0	120	0.162033
0	121	0.502114
0	122	0.898370
0	123	0.444344
0	124	0.942960
0	125	0.374426
0	126	0.807544
0	127	0.940844
0	128	0.520791
0	129	0.819983
0	130	0.986760
0	131	0.610161
0	132	0.812011
0	133	0.749118
0	134	0.950941
0	135	0.995405
0	136	0.092110
0	137	0.976640
0	138	0.931812
0	139	0.880449
0	140	0.808307
0	141	0.994260
0	142	0.871213
0	143	0.833055
0	144	0.221271
0	145	0.950442
0	146	0.891179
0	147	0.953655
0	148	0.861732
0	149	0.901604
0	150	0.943757
0	151	0.905426
0	152	0.935832
0	153	0.695475
0	154	0.994607
0	155	0.945690
0	156	0.945384
0	157	0.943075
0	158	0.858156
0	159	0.018106
0	160	0.723802
0	161	0.994365
0	162	0.480127
0	163	0.925007
0	164	0.983855
0	165	0.897295
0	166	0.997359
0	167	0.983950
0	168	0.686015
0	169	0.970203
0	170	0.958394
0	171	0.863760
0	172	0.882148
0	173	0.567243
0	174	0.833804
0	175	0.751765
0	176	0.907715
0	177	0.775598
0	178	0.905657
0	179	0.906492
0	180	0.994128
0	181	0.943450
0	182	0.974763
0	183	0.759703
0	184	0.932660
0	185	0.805438
0	186	0.913963
0	187	0.987810
0	188	0.944996
0	189	0.966265
0	190	0.776143
0	191	0.875754
0	192	0.486190
0	193	0.959060
0	194	0.985269
0	195	0.917339
0	196	0.932596
0	197	0.950902
0	198	0.892941
0	199	0.858469
0	200	0.858438
0	201	0.879171
0	202	0.422815
0	203	0.350054
0	204	0.994375
0	205	0.984472
0	206	0.867625
0	207	0.942909
0	208	0.865737
0	209	0.978663
0	210	0.925265
0	211	0.975249
0	212	0.859183
0	213	0.971704
0	214	0.931599
0	215	0.970891
0	216	0.996531
0	217	0.370162
0	218	0.764286
0	219	0.948009
0	220	0.145437
0	221	0.973663
0	222	0.904420
0	223	0.948463
0	224	0.925566
0	225	0.849173
0	226	0.911038
0	227	0.965065
0	228	0.844731
0	229	0.709337
0	230	0.927918
0	231	0.954461
0	232	0.805410
0	233	0.885670
0	234	0.960501
0	235	0.976208
0	236	0.855883
0	237	0.897744
0	238	0.732786
0	239	0.953664
0	240	0.910258
0	241	0.627437
0	242	0.958839
0	243	0.768038
0	244	0.532596
0	245	0.654563
0	246	0.977545
0	247	0.933137
0	248	0.927208
0	249	0.975821
0	250	0.930062
0	251	0.802144
0	252	0.995820
0	253	0.965559
0	254	0.886168
0	255	0.984373
0	256	0.934042
0	257	0.970111
0	258	0.962609
0	259	0.896453
0	260	0.986908
0	261	0.925490
0	262	0.108334
0	263	0.992752
0	264	0.963503
0	265	0.989597
0	266	0.956885
0	267	0.856780
0	268	0.854027
0	269	0.860564
0	270	0.970772
0	271	0.919150
0	272	0.905102
0	273	0.773467
0	274	0.940906
0	275	0.853605
0	276	0.970113
0	277	0.914072
0	278	0.969468
0	279	0.963937
0	280	0.411509
0	281	0.973099
0	282	0.953393
0	283	0.923177
0	284	0.996928
0	285	0.878845
0	286	0.932885
0	287	0.936852
0	288	0.935962
0	289	0.970054
0	290	0.940112
0	291	0.907673
0	292	0.753868
0	293	0.994707
0	294	0.948963
0	295	0.969698
0	296	0.969718
0	297	0.916108
0	298	0.331179
0	299	0.980861
0	300	0.974828
0	301	0.615248
0	302	0.726167
0	303	0.276293
0	304	0.958195
0	305	0.872465
0	306	0.920098
0	307	0.995012
0	308	0.985668
0	309	0.895958
0	310	0.702400
0	311	0.963889
0	312	0.919911
0	313	0.527492
0	314	0.980583
0	315	0.891352
0	316	0.809227
0	317	0.265347
0	318	0.899235
0	319	0.935148
0	320	0.942362
0	321	0.802195
0	322	1.000000
0	323	0.428036
0	324	0.875128
0	325	0.668801
0	326	0.384742
0	327	0.837598
0	328	0.968099
0	329	0.771405
0	330	0.940401
0	331	0.937295
0	332	0.913323
0	333	0.995370
0	334	0.806939
0	335	0.617393
0	336	0.787251
0	337	0.948892
0	338	0.799499
0	339	0.806611
0	340	0.221283
0	341	0.995187
0	342	0.945835
0	343	0.867276
0	344	0.429879
0	345	0.953063
0	346	0.545820
0	347	0.915021
0	348	0.874873
0	349	0.950200
0	350	0.461603
0	351	0.935710
0	352	0.704540
0	353	0.925131
0	354	0.939272
0	355	0.953153
0	356	0.974717
0	357	0.637627
0	358	0.945069
0	359	0.930557
0	360	0.803759
0	361	0.995874
0	362	0.960000
0	363	0.997690
0	364	0.998512
0	365	0.733604
0	366	0.711097
0	367	0.995064
0	368	0.953031
0	369	0.995551
0	370	0.233812
0	371	0.937097
0	372	0.792107
0	373	0.939880
0	374	0.836568
0	375	0.812995
0	376	0.981264
0	377	0.969707
0	378	0.401635
0	379	0.983621
0	380	0.793612
0	381	0.976488
0	382	0.968038
0	383	0.319149
0	384	0.964062
0	385	0.735751
0	386	0.948909
0	387	0.893345
0	388	0.686449
0	389	1.000000
0	390	0.949327
0	391	0.900432
0	392	0.809598
0	393	0.993484
0	394	0.947888
0	395	0.861382
0	396	0.986021
0	397	0.890126
0	398	0.833013
0	399	0.872292
0	400	0.905365
0	401	0.926692
0	402	0.950725
0	403	0.967280
0	404	0.683582
0	405	0.936353
0	406	0.625326
0	407	0.585301
0	408	0.215794
0	409	0.163944
0	410	0.838237
0	411	0.996624
0	412	0.932464
0	413	0.939589
0	414	0.938301
0	415	0.902375
0	416	0.896996
0	417	0.995300
0	418	0.741627
0	419	0.995223
0	420	0.903067
0	421	0.905376
0	422	0.935948
0	423	0.882646
0	424	0.862497
0	425	0.813008
0	426	0.955156
0	427	0.945084
0	428	0.884058
0	429	0.830189
0	430	0.995872
0	431	0.954545
0	432	0.954214
0	433	0.757036
0	434	0.992408
0	435	0.910389
0	436	0.964753
0	437	0.996385
0	438	0.920840
0	439	0.962052
0	440	0.984364
0	441	0.993678
0	442	0.585435
0	443	0.844906
0	444	0.943677
0	445	0.950466
0	446	0.407911
0	447	0.978306
0	448	0.532042
